bbox,cessation,country_id,deprecated,file_hash,fullname,geom_hash,geom_latitude,geom_longitude,id,inception,iso,iso_country,lastmodified,lbl_latitude,lbl_longitude,locality_id,name,parent_id,path,placetype,region_id,source,superseded_by,supersedes,wof_country
"20.26195149999978,43.61902599999985,29.71524749999978,48.26515199999986",uuuu,85633745,,639fef96a58d6b45a6f27ae34e586854,,bb2adbae95e995c6c5e0f8dd0acd5e10,45.839272,24.984658,85633745,uuuu,RO,RO,1537303992,45.727469,24.984652,0,Romania,102191581,856/337/45/85633745.geojson,country,0,quattroshapes,,,RO
