bbox,cessation,country_id,deprecated,file_hash,fullname,geom_hash,geom_latitude,geom_longitude,id,inception,iso,iso_country,lastmodified,lbl_latitude,lbl_longitude,locality_id,name,parent_id,path,placetype,region_id,source,superseded_by,supersedes,wof_country
"0,0,0,0",uuuu,0,,8c531c7d896104011e32cf931a566136,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902025,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2122100,-1,538/902/025/538902025.geojson,postalcode,0,geoplanet,,,RO
"0,0,0,0",uuuu,85633745,,92b87373eda1abf3e73a004e9c5d3196,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902069,uuuu,RO,RO,1474579693,0.000000,0.000000,101795933,2129111,101795933,538/902/069/538902069.geojson,postalcode,85687581,geoplanet,,,RO
"0,0,0,0",uuuu,85633745,,e516df6b321f7d4d70dfbbeca8cfe812,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902071,uuuu,RO,RO,1474579693,0.000000,0.000000,101795933,2129112,101795933,538/902/071/538902071.geojson,postalcode,85687581,geoplanet,,,RO
"0,0,0,0",uuuu,0,,af550679cbacf2e718e6d2ac19a50d65,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902073,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2129113,-1,538/902/073/538902073.geojson,postalcode,0,geoplanet,,,RO
"0,0,0,0",uuuu,0,,f75b7524c2a66a1ba6cec87db35cb785,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902075,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2129114,-1,538/902/075/538902075.geojson,postalcode,0,geoplanet,,,RO
"0,0,0,0",uuuu,0,,535fc466e393f223a26bd1e438d13744,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902077,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2129115,-1,538/902/077/538902077.geojson,postalcode,0,geoplanet,,,RO
"0,0,0,0",uuuu,0,,0058113ba4fd070838835c711b7f66ca,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902079,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2129116,-1,538/902/079/538902079.geojson,postalcode,0,geoplanet,,,RO
"0,0,0,0",uuuu,0,,11d599e88b76ccf256e126a64a28a3d3,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902083,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2129117,-1,538/902/083/538902083.geojson,postalcode,0,geoplanet,,,RO
"0,0,0,0",uuuu,0,,b3fea48e9fdf1a65ed960c96a18ff067,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902085,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2130000,-1,538/902/085/538902085.geojson,postalcode,0,geoplanet,,,RO
"0,0,0,0",uuuu,0,,6cae2680bf83d6fd0ca353c753292961,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902087,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2131100,-1,538/902/087/538902087.geojson,postalcode,0,geoplanet,,,RO
